Title,"Median salary of UK domiciled full-time graduates who obtained first degree qualifications and entered full-time paid employment in the UK by subject area of degree, skill marker, country of provider, provider type, work population marker and academic year",,,,,,
(F) Languages,All,All,Paid employment is an activity,Non-science,High skilled,24000,2018/19
(F) Languages,All,All,Paid employment is an activity,Non-science,Medium skilled,19500,2018/19
(F) Languages,All,All,Paid employment is an activity,Non-science,Low skilled,18000,2018/19
(F) Languages,All,All,Paid employment is an activity,All,High skilled,24000,2018/19
(F) Languages,All,All,Paid employment is an activity,All,Medium skilled,19500,2018/19
(F) Languages,All,All,Paid employment is an activity,All,Low skilled,18000,2018/19
(F) Languages,England,All,Paid employment is most important activity,Non-science,High skilled,24000,2018/19
(F) Languages,England,All,Paid employment is most important activity,Non-science,Medium skilled,19500,2018/19
(F) Languages,England,All,Paid employment is most important activity,Non-science,Low skilled,18000,2018/19
(F) Languages,England,All,Paid employment is most important activity,All,High skilled,24000,2018/19
(F) Languages,England,All,Paid employment is most important activity,All,Medium skilled,19500,2018/19
(F) Languages,England,All,Paid employment is most important activity,All,Low skilled,18000,2018/19
(F) Languages,England,All,Paid employment is an activity,Non-science,High skilled,24000,2018/19
(F) Languages,England,All,Paid employment is an activity,Non-science,Medium skilled,19500,2018/19
(F) Languages,England,All,Paid employment is an activity,Non-science,Low skilled,18000,2018/19
(F) Languages,England,All,Paid employment is an activity,All,High skilled,24000,2018/19
(F) Languages,England,All,Paid employment is an activity,All,Medium skilled,19500,2018/19
(F) Languages,England,All,Paid employment is an activity,All,Low skilled,18000,2018/19
(F) Languages,Northern Ireland,All,Paid employment is most important activity,Non-science,High skilled,20000,2018/19
(F) Languages,Northern Ireland,All,Paid employment is most important activity,Non-science,Medium skilled,18000,2018/19
(F) Languages,Northern Ireland,All,Paid employment is most important activity,Non-science,Low skilled,14500,2018/19
(F) Languages,Northern Ireland,All,Paid employment is most important activity,All,High skilled,20000,2018/19
(F) Languages,Northern Ireland,All,Paid employment is most important activity,All,Medium skilled,18000,2018/19
(F) Languages,Northern Ireland,All,Paid employment is most important activity,All,Low skilled,14500,2018/19
(F) Languages,Northern Ireland,All,Paid employment is an activity,Non-science,High skilled,20000,2018/19
(F) Languages,Northern Ireland,All,Paid employment is an activity,Non-science,Medium skilled,18000,2018/19
(F) Languages,Northern Ireland,All,Paid employment is an activity,Non-science,Low skilled,14500,2018/19
(F) Languages,Northern Ireland,All,Paid employment is an activity,All,High skilled,20000,2018/19
(F) Languages,Northern Ireland,All,Paid employment is an activity,All,Medium skilled,18000,2018/19
(F) Languages,Northern Ireland,All,Paid employment is an activity,All,Low skilled,14500,2018/19
(F) Languages,Scotland,All,Paid employment is most important activity,Non-science,High skilled,25000,2018/19
(F) Languages,Scotland,All,Paid employment is most important activity,Non-science,Medium skilled,19000,2018/19
(F) Languages,Scotland,All,Paid employment is most important activity,Non-science,Low skilled,17000,2018/19
(F) Languages,Scotland,All,Paid employment is most important activity,All,High skilled,25000,2018/19
(F) Languages,Scotland,All,Paid employment is most important activity,All,Medium skilled,19000,2018/19
(F) Languages,Scotland,All,Paid employment is most important activity,All,Low skilled,17000,2018/19
(F) Languages,Scotland,All,Paid employment is an activity,Non-science,High skilled,25000,2018/19
(F) Languages,Scotland,All,Paid employment is an activity,Non-science,Medium skilled,19000,2018/19
(F) Languages,Scotland,All,Paid employment is an activity,Non-science,Low skilled,17500,2018/19
(F) Languages,Scotland,All,Paid employment is an activity,All,High skilled,25000,2018/19
(F) Languages,Scotland,All,Paid employment is an activity,All,Medium skilled,19000,2018/19
(F) Languages,Scotland,All,Paid employment is an activity,All,Low skilled,17500,2018/19
(F) Languages,Wales,All,Paid employment is most important activity,Non-science,High skilled,23000,2018/19
(F) Languages,Wales,All,Paid employment is most important activity,Non-science,Medium skilled,19000,2018/19
(F) Languages,Wales,All,Paid employment is most important activity,Non-science,Low skilled,17000,2018/19
(F) Languages,Wales,All,Paid employment is most important activity,All,High skilled,23000,2018/19
(F) Languages,Wales,All,Paid employment is most important activity,All,Medium skilled,19000,2018/19
(F) Languages,Wales,All,Paid employment is most important activity,All,Low skilled,17000,2018/19
(F) Languages,Wales,All,Paid employment is an activity,Non-science,High skilled,23000,2018/19
(F) Languages,Wales,All,Paid employment is an activity,Non-science,Medium skilled,19000,2018/19
(F) Languages,Wales,All,Paid employment is an activity,Non-science,Low skilled,17000,2018/19
(F) Languages,Wales,All,Paid employment is an activity,All,High skilled,23000,2018/19
(F) Languages,Wales,All,Paid employment is an activity,All,Medium skilled,19000,2018/19
(F) Languages,Wales,All,Paid employment is an activity,All,Low skilled,17000,2018/19
(F) Languages,England,Further education colleges (FECs),Paid employment is most important activity,All,High skilled,,2018/19
(F) Languages,England,Further education colleges (FECs),Paid employment is most important activity,All,Medium skilled,,2018/19
(F) Languages,England,Further education colleges (FECs),Paid employment is most important activity,All,Low skilled,,2018/19
(F) Languages,England,Higher education providers (HEPs),Paid employment is most important activity,All,High skilled,24000,2018/19
(F) Languages,England,Higher education providers (HEPs),Paid employment is most important activity,All,Medium skilled,19500,2018/19
(F) Languages,England,Higher education providers (HEPs),Paid employment is most important activity,All,Low skilled,18000,2018/19
(F) Languages,England,Higher education providers (HEPs),Paid employment is an activity,All,High skilled,24000,2018/19
(F) Languages,England,Higher education providers (HEPs),Paid employment is an activity,All,Medium skilled,19500,2018/19
(F) Languages,England,Higher education providers (HEPs),Paid employment is an activity,All,Low skilled,18000,2018/19
(F) Languages,Northern Ireland,Higher education providers (HEPs),Paid employment is most important activity,All,High skilled,20000,2018/19
(F) Languages,Northern Ireland,Higher education providers (HEPs),Paid employment is most important activity,All,Medium skilled,18000,2018/19
(F) Languages,Northern Ireland,Higher education providers (HEPs),Paid employment is most important activity,All,Low skilled,14500,2018/19
(F) Languages,Northern Ireland,Higher education providers (HEPs),Paid employment is an activity,All,High skilled,20000,2018/19
(F) Languages,Northern Ireland,Higher education providers (HEPs),Paid employment is an activity,All,Medium skilled,18000,2018/19
(F) Languages,Northern Ireland,Higher education providers (HEPs),Paid employment is an activity,All,Low skilled,14500,2018/19
(F) Languages,Scotland,Higher education providers (HEPs),Paid employment is most important activity,All,High skilled,25000,2018/19
(F) Languages,Scotland,Higher education providers (HEPs),Paid employment is most important activity,All,Medium skilled,19000,2018/19
(F) Languages,Scotland,Higher education providers (HEPs),Paid employment is most important activity,All,Low skilled,17000,2018/19
(F) Languages,Scotland,Higher education providers (HEPs),Paid employment is an activity,All,High skilled,25000,2018/19
(F) Languages,Scotland,Higher education providers (HEPs),Paid employment is an activity,All,Medium skilled,19000,2018/19
